[Info   :BoboBay.Archipelago] [APDebug] Found 940 ItemScriptableObjects:
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Leftover Pizza' | Title: 'Leftover Pizza' | Type: Snack | Price: 1
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CatWhiskers_Cracker' | Title: 'Cat Whiskers Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CatTail_Cracker' | Title: 'Cat Tail Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BionicRightArm_Cracker' | Title: 'Cyborg Right Arm Cracker' | Type: Snack | Price: 800
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Beaver Cracker 2' | Title: 'Beaver Ears Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Dog_Cracker 1' | Title: 'Dog Ears Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Horse Cracker 2' | Title: 'Horse Tail Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Dog_Snout' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BatTeeth_Cracker' | Title: 'Bat Teeth Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Elephant Cracker 2' | Title: 'Elephant Trunk Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bionic_RightFeet' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Dragon_Cracker 2' | Title: 'Dragon Snout Cracker' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Elephant_Ears' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Horse_Ears' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Penguin_Cracker 1' | Title: 'Penguin Eyebrows Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Horse Cracker 1' | Title: 'Horse Ears Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bionic_RightArm' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Horse_Tail' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Beaver_Ears' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Dog_Ears' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Dog_Tail' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BionicRightFoot_Cracker' | Title: 'Cyborg Right Foot Cracker' | Type: Snack | Price: 800
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Dog_Cracker 2' | Title: 'Dog Snout Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Beaver_Teeth' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Horse Cracker 3' | Title: 'Horse Feet Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BatEars_Cracker' | Title: 'Bat Ears Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CyclingGlasses_WhiteFrame_BlueLens' | Title: 'Cycling Glasses' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SteampunkGoggles' | Title: 'Steampunk Goggles' | Type: Accessory | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Tiara_Silver' | Title: 'Tiara' | Type: Accessory | Price: 1100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SunWukongHeadpiece_Gray' | Title: 'Sun Wukong Headpiece' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Golden Rosa de amor' | Title: 'Golden Rosa de amor' | Type: Snack | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Sneakers_A_Red' | Title: 'New Sneakers' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'IntelligentGlasses_Gold' | Title: 'Intelligent Glasses' | Type: Accessory | Price: 900
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_CLEAR' | Title: 'Reverse Vita Drop' | Type: Snack | Price: 20
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Fedora_White' | Title: 'Cool Fedora' | Type: Accessory | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Thick Pie' | Title: 'Thick Pie' | Type: Snack | Price: 35
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Green_B' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SleepMask_Pink' | Title: 'Sleep Mask' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Devil_Horns' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Devil_Cracker' | Title: 'Devil Cracker' | Type: Snack | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Devil_Wings' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'KnitHat_Brown' | Title: 'Knit Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Blue_B' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'ClassicPartyHat_Red' | Title: 'Classic Party Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Blue_A' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'StarGardenHelmet' | Title: 'Cosmic Ecologist Helmet' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'DressShoes_White' | Title: 'Dress Shoes' | Type: Accessory | Price: 800
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bobogotchi_Pink' | Title: 'Bobogotchi' | Type: Accessory | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Crab_Shell' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'IntelligentGlasses_Black' | Title: 'Intelligent Glasses' | Type: Accessory | Price: 900
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Cyborg_Cracker' | Title: 'Cyborg Cracker' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bionic_Arms' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bionic_Feet' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gators_Black' | Title: 'Gators' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CowboyBoots_Pink' | Title: 'Cowboy Boots' | Type: Accessory | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bobogotchi_Yellow' | Title: 'Bobogotchi' | Type: Accessory | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Burger' | Title: 'Burger' | Type: Accessory | Price: 1100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'WingedSandals' | Title: 'Winged Sandals' | Type: Accessory | Price: 450
[Info   :BoboBay.Archipelago] [APDebug] Item: 'NapSack_Black' | Title: 'Drawstring Bag' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Shoes_A_Black' | Title: 'Sneakers' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BusinessGlasses_Black' | Title: 'Business Glasses' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bandana_Black' | Title: 'Bandana' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BucketHat_Black' | Title: 'Bucket Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SwimGoggles_Black' | Title: 'Swim Goggles' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BigBow_Black' | Title: 'Big Bow' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HandBag_Black' | Title: 'Hand Bag' | Type: Accessory | Price: 800
[Info   :BoboBay.Archipelago] [APDebug] Item: 'WizardHat_Black' | Title: 'Wizard Hat' | Type: Accessory | Price: 650
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BaseballCap_Black' | Title: 'Baseball Cap' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_C_Black' | Title: 'Sleek Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Headband_Black' | Title: 'Headband' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SleepMask_Black' | Title: 'Sleep Mask' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'DarkGlasses_Black' | Title: 'Sassy Sunglasses' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CopGlasses_Black' | Title: 'Aviators' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PrettyWig_Black' | Title: 'Pretty Wig' | Type: Accessory | Price: 900
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Scarf_Black' | Title: 'Scarf' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_TinyHead' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'FestivalMask_Bear' | Title: 'Festival Bear Mask' | Type: Accessory | Price: 120
[Info   :BoboBay.Archipelago] [APDebug] Item: 'FestivalMask_Demon' | Title: 'Festival Demon Mask' | Type: Accessory | Price: 120
[Info   :BoboBay.Archipelago] [APDebug] Item: 'FestivalMask_Cat' | Title: 'Festival Cat Mask' | Type: Accessory | Price: 120
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Geta' | Title: 'Geta' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Purple Shaved Ice' | Title: 'Purple Shaved Ice' | Type: Snack | Price: 30
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Berry on a Stick' | Title: 'Berry on a Stick' | Type: Snack | Price: 30
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Welon on a Stick' | Title: 'Welon on a Stick' | Type: Snack | Price: 30
[Info   :BoboBay.Archipelago] [APDebug] Item: 'FestivalMask_Happy' | Title: 'Festival Happy Mask' | Type: Accessory | Price: 120
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Effect_AestheticOrbitalGalaxy' | Title: 'Aesthetic Orbital Galaxy' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juice_Agility' | Title: 'Agility Juice' | Type: Juice | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juice_ColdBrewJug' | Title: 'Jug of Cold Brew' | Type: Juice | Price: 210
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Effect_Fire' | Title: 'Fire' | Type: Accessory | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BaseballCap_PinkCamo' | Title: 'Baseball Cap' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Shoes_A_Red' | Title: 'Sneakers' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SkiGoggles_Purple' | Title: 'Ski Goggles' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'TopHat_Big_Secondary' | Title: 'Top Hat' | Type: Accessory | Price: 700
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Golden Loaf' | Title: 'Golden Loaf' | Type: Snack | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Shoes_A_Blue' | Title: 'Sneakers' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juice_ColdBrewLarge' | Title: 'Large Cold Brew' | Type: Juice | Price: 120
[Info   :BoboBay.Archipelago] [APDebug] Item: 'RoyalCrown_TrueGold' | Title: 'Royal Crown' | Type: Accessory | Price: 10000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'TopHat_Big_Red' | Title: 'Top Hat' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'TopHat_Small_Black' | Title: 'Small Top Hat' | Type: Accessory | Price: 700
[Info   :BoboBay.Archipelago] [APDebug] Item: 'RoyalCrown_Black' | Title: 'Royal Crown' | Type: Accessory | Price: 2000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Scarf_Eyes' | Title: 'Scarf' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'OxygenTank_VatLabs' | Title: 'VAT Labs Tank' | Type: Accessory | Price: 470
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Carved Pumpkin' | Title: 'Carved Pumpkin' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'StrawHat_Orange' | Title: 'Straw Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juice_Stamina' | Title: 'Stamina Juice' | Type: Juice | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Butterfly_Wings' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Butterfly_Mouth' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Butterfly_Antenna' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Butterfly_Cracker' | Title: 'Super Butterfly Cracker' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Stat Reset' | Title: 'OOPS! All Ds' | Type: Snack | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Selene'sCrescentEarings' | Title: 'Selene's Crescent Earrings' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Beaver_Cracker' | Title: 'Super Beaver Cracker' | Type: Snack | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Hagoromo_Blue' | Title: 'Hagoromo' | Type: Accessory | Price: 1000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'TreeFrog_Arms' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'TreeFrog_Feet' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'TreeFrog_Cracker' | Title: 'Tree Frog Cracker' | Type: Snack | Price: 375
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Scarf_Red' | Title: 'Scarf' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'TrashCan' | Title: 'Trash Can' | Type: Accessory | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BucketHat_Green' | Title: 'Bucket Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Frog_Cracker' | Title: 'Frog Cracker' | Type: Snack | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Frog_Feet' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Frog_Arms' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_Dance' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Parrot_Beak' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BigBeard_Secondary' | Title: 'Pointy Beard' | Type: Accessory | Price: 850
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Scarf_Brown' | Title: 'Scarf' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Stripes_C' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'KnitHat_Purple' | Title: 'Knit Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_D_Blue_Green' | Title: 'Cute Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Smoothie Nana Bowl' | Title: 'Glowtide Bowl' | Type: Snack | Price: 33
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bear_Ears' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bear_Cracker' | Title: 'Bear Cracker' | Type: Snack | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SocksWithSlides' | Title: 'Socks With Slides' | Type: Accessory | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bear_Feet' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bear_Arms' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Shield_A_Red' | Title: 'Shield' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Red_A' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Red_B' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Yellow_B' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Blue_C' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Pink_A' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Purple_B' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Pink_B' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Blue_E' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Orange' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Green_A' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Purple_A' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Yellow_A' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PartyHat_Blue_D' | Title: 'Party Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Pumps_Red' | Title: 'Pumps' | Type: Accessory | Price: 1000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PointyBeard_Brown' | Title: 'Pointy Beard' | Type: Accessory | Price: 750
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BigBow_Pink' | Title: 'Big Bow' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Octopus_Feet' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_Fire' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_G_Blue_White' | Title: 'Classic Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BunnySlippers_White' | Title: 'Bunny Slippers' | Type: Accessory | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_B_White' | Title: 'Cool Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Mouse_Ears' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Restaurant_Pancake' | Title: 'Pancakes' | Type: Snack | Price: 390
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HeartGlasses_Red' | Title: 'Heart Glasses' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CowboyHat_White' | Title: 'Cowboy Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VPopStarWig_Purple' | Title: 'Virtual Pop Star Wig' | Type: Accessory | Price: 1000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Octopus_Cracker' | Title: 'Octopus Cracker' | Type: Snack | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Masher' | Title: 'Masher' | Type: Other | Price: 375
[Info   :BoboBay.Archipelago] [APDebug] Item: 'FancyMask_Black' | Title: 'Masquerade Mask' | Type: Accessory | Price: 850
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BaseballCap_Green' | Title: 'Baseball Cap' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_G_Blue_Gray' | Title: 'Classic Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BucketHat_LightBlue' | Title: 'Bucket Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BaseballCap_Red' | Title: 'Baseball Cap' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_H_Green' | Title: 'Nice Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VintageGlasses_Brown' | Title: 'Vintage Glasses' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Headband_Rainbow' | Title: 'Headband' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PointyHat_Gray' | Title: 'Pointy Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Scarf_Pink' | Title: 'Scarf' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SeedPacket_Rosenana' | Title: 'Rosenana Seeds' | Type: Seed | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'MotorSliceGoggles' | Title: 'P's Goggles' | Type: Accessory | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Pearl Necklace' | Title: 'Pearl Necklace' | Type: Accessory | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_E_Brown' | Title: 'Serious Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'KnitHat_Red' | Title: 'Knit Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Flippers_Yellow' | Title: 'Flippers' | Type: Accessory | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'KnightBoots' | Title: 'Knight Boots' | Type: Accessory | Price: 700
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CowboyHat_Pink' | Title: 'Cowboy Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Axolotl_Flare' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SunHat_White' | Title: 'Sun Hat' | Type: Accessory | Price: 220
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_F_White' | Title: 'Spot Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PixelGlasses_Red' | Title: 'Pixel Glasses' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bobogotchi_Black' | Title: 'Bobogotchi' | Type: Accessory | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Axolotl_Tail' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Sandals' | Title: 'Sandals' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Parrot_Cracker' | Title: 'Parrot Cracker' | Type: Snack | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CoolHelmet_Black' | Title: 'Cool Helmet' | Type: Accessory | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VPopStarWig_White' | Title: 'Virtual Pop Star Wig' | Type: Accessory | Price: 1000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HyperGirlyRibbon_Purple' | Title: 'Hyper Girly Ribbon' | Type: Accessory | Price: 410
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_D_Blue_Blue' | Title: 'Cute Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BunnyBackpack_White' | Title: 'Bunny Backpack' | Type: Accessory | Price: 575
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juice_Acceleration' | Title: 'Acceleration Juice' | Type: Juice | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'FancyMask_White' | Title: 'Masquerade Mask' | Type: Accessory | Price: 850
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SeedPacket_Galaxyberry' | Title: 'Galaxyberry Seeds' | Type: Seed | Price: 175
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Flippers_Blue' | Title: 'Flippers' | Type: Accessory | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Mouse_Snout' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VintageGlasses_Black' | Title: 'Vintage Glasses' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Headband_Red' | Title: 'Headband' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'NapSack_Red' | Title: 'Drawstring Bag' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VPopStarWig_Secondary' | Title: 'Virtual Pop Star Wig' | Type: Accessory | Price: 1000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CowboyHat_LightBrown' | Title: 'Cowboy Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'StrawHat_Red' | Title: 'The Straw Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'KnightHelmet' | Title: 'Knight Helmet' | Type: Accessory | Price: 650
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CowboyBoots_Brown' | Title: 'Cowboy Boots' | Type: Accessory | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'T-Rex_Cracker' | Title: 'T-Rex Cracker' | Type: Snack | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SteamPunkHat_Black' | Title: 'Steam Punk Hat' | Type: Accessory | Price: 750
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HipSunGlasses_White' | Title: 'Hip Glasses' | Type: Accessory | Price: 130
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_G_White_Yellow' | Title: 'Classic Backpack' | Type: Accessory | Price: 200
